Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pseudomonas moraviensis strain OTU5BARRA1 chromosome, complete genome",Pseudomonas moraviensis,612,612,32%,5e-170,92.33,5980820,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099608.1?report=genbank&log$=nucltop&blast_rank=51&RID=0G4C4DWH013"",""CP099608.1"")"
Pseudomonas sp. CP4 chromosome,Pseudomonas sp. CP4,612,612,32%,5e-170,92.33,5979561,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP180489.1?report=genbank&log$=nucltop&blast_rank=52&RID=0G4C4DWH013"",""CP180489.1"")"
Pseudomonas serboccidentalis strain IT-P374 chromosome,Pseudomonas serboccidentalis,612,612,32%,5e-170,92.33,5997322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP101655.1?report=genbank&log$=nucltop&blast_rank=53&RID=0G4C4DWH013"",""CP101655.1"")"
"Pseudomonas atacamensis strain B21-045 chromosome, complete genome",Pseudomonas atacamensis,612,612,32%,5e-170,92.33,5992133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087171.1?report=genbank&log$=nucltop&blast_rank=54&RID=0G4C4DWH013"",""CP087171.1"")"
"Pseudomonas atacamensis strain FP1761 chromosome, complete genome",Pseudomonas atacamensis,612,612,32%,5e-170,92.33,6147944,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP166911.1?report=genbank&log$=nucltop&blast_rank=55&RID=0G4C4DWH013"",""CP166911.1"")"
"Pseudomonas granadensis strain LMG 27940 genome assembly, chromosome: I",Pseudomonas granadensis,612,612,32%,5e-170,92.33,5943170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629778.1?report=genbank&log$=nucltop&blast_rank=56&RID=0G4C4DWH013"",""LT629778.1"")"
"Pseudomonas moraviensis strain B21-039 chromosome, complete genome",Pseudomonas moraviensis,606,606,32%,2e-168,92.09,6056657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087177.1?report=genbank&log$=nucltop&blast_rank=57&RID=0G4C4DWH013"",""CP087177.1"")"
"Pseudomonas sp. B10 genome assembly, chromosome: I",Pseudomonas sp. B10,606,606,32%,2e-168,92.09,5897393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT707063.1?report=genbank&log$=nucltop&blast_rank=58&RID=0G4C4DWH013"",""LT707063.1"")"
"Pseudomonas siliginis strain OTU6ESPEB1 chromosome, complete genome",Pseudomonas siliginis,606,606,32%,2e-168,92.09,5988833,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099599.1?report=genbank&log$=nucltop&blast_rank=59&RID=0G4C4DWH013"",""CP099599.1"")"
"Pseudomonas koreensis strain BM06 chromosome, complete genome",Pseudomonas koreensis,606,606,32%,2e-168,92.09,6093942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP155621.1?report=genbank&log$=nucltop&blast_rank=60&RID=0G4C4DWH013"",""CP155621.1"")"
"Pseudomonas moraviensis strain OTU5VILLAA1 chromosome, complete genome",Pseudomonas moraviensis,606,606,32%,2e-168,92.09,5969148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099610.1?report=genbank&log$=nucltop&blast_rank=61&RID=0G4C4DWH013"",""CP099610.1"")"
"Pseudomonas koreensis strain BS3658 genome assembly, chromosome: I",Pseudomonas koreensis,606,606,32%,2e-168,92.09,6123913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629687.1?report=genbank&log$=nucltop&blast_rank=62&RID=0G4C4DWH013"",""LT629687.1"")"
"Pseudomonas sp. HN2 chromosome, complete genome",Pseudomonas sp. HN2,606,606,32%,2e-168,92.09,6075971,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP085885.1?report=genbank&log$=nucltop&blast_rank=63&RID=0G4C4DWH013"",""CP085885.1"")"
"Pseudomonas sp. FP1762 chromosome, complete genome",Pseudomonas sp. FP1762,606,606,32%,2e-168,92.09,6084997,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP117458.1?report=genbank&log$=nucltop&blast_rank=64&RID=0G4C4DWH013"",""CP117458.1"")"
"Pseudomonas sp. B21-021 chromosome, complete genome",Pseudomonas sp. B21-021,603,603,32%,3e-167,91.90,6494068,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087192.1?report=genbank&log$=nucltop&blast_rank=65&RID=0G4C4DWH013"",""CP087192.1"")"
"Pseudomonas fitomaticsae strain FIT81 chromosome, complete genome",Pseudomonas fitomaticsae,603,603,32%,3e-167,91.90,6492796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP075567.1?report=genbank&log$=nucltop&blast_rank=66&RID=0G4C4DWH013"",""CP075567.1"")"
"Pseudomonas sp. P8_229 chromosome, complete genome",Pseudomonas sp. P8_229,601,601,32%,1e-166,91.86,6365050,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125378.1?report=genbank&log$=nucltop&blast_rank=67&RID=0G4C4DWH013"",""CP125378.1"")"
"Pseudomonas sp. P8_139 chromosome, complete genome",Pseudomonas sp. P8_139,601,601,32%,1e-166,92.22,6365055,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP125379.1?report=genbank&log$=nucltop&blast_rank=68&RID=0G4C4DWH013"",""CP125379.1"")"
"Pseudomonas moraviensis strain EFBE32 chromosome, complete genome",Pseudomonas moraviensis,601,601,32%,1e-166,91.86,6030129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP107544.1?report=genbank&log$=nucltop&blast_rank=69&RID=0G4C4DWH013"",""CP107544.1"")"
"Pseudomonas moraviensis strain OTU5MASSA1 chromosome, complete genome",Pseudomonas moraviensis,601,601,32%,1e-166,91.86,6004654,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099609.1?report=genbank&log$=nucltop&blast_rank=70&RID=0G4C4DWH013"",""CP099609.1"")"
"Pseudomonas siliginis strain P chromosome, complete genome",Pseudomonas siliginis,601,601,32%,1e-166,91.86,5978894,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP173722.1?report=genbank&log$=nucltop&blast_rank=71&RID=0G4C4DWH013"",""CP173722.1"")"
"Pseudomonas siliginis strain B21-063 chromosome, complete genome",Pseudomonas siliginis,601,601,32%,1e-166,91.86,5985209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087186.1?report=genbank&log$=nucltop&blast_rank=72&RID=0G4C4DWH013"",""CP087186.1"")"
"Pseudomonas moraviensis strain BS3668 genome assembly, chromosome: I",Pseudomonas moraviensis,601,601,32%,1e-166,91.86,6092541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629788.1?report=genbank&log$=nucltop&blast_rank=73&RID=0G4C4DWH013"",""LT629788.1"")"
"Pseudomonas gozinkensis strain IzPS32d chromosome, complete genome",Pseudomonas gozinkensis,597,597,32%,1e-165,91.67,6563527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062253.1?report=genbank&log$=nucltop&blast_rank=74&RID=0G4C4DWH013"",""CP062253.1"")"
"Pseudomonas kribbensis strain 46-2 chromosome, complete genome",Pseudomonas kribbensis,597,597,32%,1e-165,91.67,6324282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP029608.1?report=genbank&log$=nucltop&blast_rank=75&RID=0G4C4DWH013"",""CP029608.1"")"
"Pseudomonas syringae isolate inb918 chromosome, complete genome",Pseudomonas syringae,597,597,32%,1e-165,91.67,6381237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP024646.1?report=genbank&log$=nucltop&blast_rank=76&RID=0G4C4DWH013"",""CP024646.1"")"
Pseudomonas fluorescens strain NEP1 genome,Pseudomonas fluorescens,597,597,32%,1e-165,91.67,6313875,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP022313.1?report=genbank&log$=nucltop&blast_rank=77&RID=0G4C4DWH013"",""CP022313.1"")"
"Pseudomonas laurylsulfatiphila strain B21-025 chromosome, complete genome",Pseudomonas laurylsulfatiphila,597,597,32%,1e-165,91.67,6589951,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP087188.1?report=genbank&log$=nucltop&blast_rank=78&RID=0G4C4DWH013"",""CP087188.1"")"
"Pseudomonas fluorescens strain PH.SM chromosome, complete genome",Pseudomonas fluorescens,597,597,32%,1e-165,91.67,6337385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP128260.1?report=genbank&log$=nucltop&blast_rank=79&RID=0G4C4DWH013"",""CP128260.1"")"
"Pseudomonas chlororaphis strain YJY915 chromosome, complete genome",Pseudomonas chlororaphis,597,597,32%,1e-165,91.67,6436664,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP113803.1?report=genbank&log$=nucltop&blast_rank=80&RID=0G4C4DWH013"",""CP113803.1"")"
"Pseudomonas kribbensis strain XP1-6 chromosome, complete genome",Pseudomonas kribbensis,597,597,32%,1e-165,91.67,6400911,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP116235.1?report=genbank&log$=nucltop&blast_rank=81&RID=0G4C4DWH013"",""CP116235.1"")"
"Pseudomonas sp. Z003-0.4C(8344-21) genome assembly, chromosome: I",Pseudomonas sp. Z003-0.4C(8344-21),595,595,32%,5e-165,91.63,6113481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LT629756.1?report=genbank&log$=nucltop&blast_rank=82&RID=0G4C4DWH013"",""LT629756.1"")"
"Pseudomonas siliginis strain OTU6MONTID1 chromosome, complete genome",Pseudomonas siliginis,595,595,32%,5e-165,91.63,5915411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099602.1?report=genbank&log$=nucltop&blast_rank=83&RID=0G4C4DWH013"",""CP099602.1"")"
"Pseudomonas koreensis strain CRS05-R5 chromosome, complete genome",Pseudomonas koreensis,595,595,32%,5e-165,91.63,5991225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP015852.1?report=genbank&log$=nucltop&blast_rank=84&RID=0G4C4DWH013"",""CP015852.1"")"
"Pseudomonas sp. LW8 chromosome, complete genome",Pseudomonas sp. LW8,595,595,32%,5e-165,91.63,5902350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP168138.1?report=genbank&log$=nucltop&blast_rank=85&RID=0G4C4DWH013"",""CP168138.1"")"
"Pseudomonas siliginis strain OTU6MONEA1 chromosome, complete genome",Pseudomonas siliginis,595,595,32%,5e-165,91.63,5918345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099601.1?report=genbank&log$=nucltop&blast_rank=86&RID=0G4C4DWH013"",""CP099601.1"")"
"Pseudomonas granadensis isolate CT364 chromosome, complete genome",Pseudomonas granadensis,595,595,32%,5e-165,91.63,6208260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP069352.1?report=genbank&log$=nucltop&blast_rank=87&RID=0G4C4DWH013"",""CP069352.1"")"
"Pseudomonas fluorescens strain YK-310 chromosome, complete genome",Pseudomonas fluorescens,592,592,32%,7e-164,91.44,6498941,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP071797.1?report=genbank&log$=nucltop&blast_rank=88&RID=0G4C4DWH013"",""CP071797.1"")"
"Pseudomonas sp. HS6 chromosome, complete genome",Pseudomonas sp. HS6,592,592,32%,7e-164,91.44,6547752,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP067412.1?report=genbank&log$=nucltop&blast_rank=89&RID=0G4C4DWH013"",""CP067412.1"")"
"Pseudomonas fluorescens strain G7 chromosome, complete genome",Pseudomonas fluorescens,592,592,32%,7e-164,91.44,6336169,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP027561.1?report=genbank&log$=nucltop&blast_rank=90&RID=0G4C4DWH013"",""CP027561.1"")"
"Pseudomonas sp. Stari2 chromosome, complete genome",Pseudomonas sp. Stari2,592,592,32%,7e-164,91.44,6310573,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099760.1?report=genbank&log$=nucltop&blast_rank=91&RID=0G4C4DWH013"",""CP099760.1"")"
"Pseudomonas sp. PP3 genome assembly, chromosome: 1",Pseudomonas sp. PP3,592,592,32%,7e-164,91.44,6421237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HG995459.1?report=genbank&log$=nucltop&blast_rank=92&RID=0G4C4DWH013"",""HG995459.1"")"
"Pseudomonas allokribbensis strain IzPS23 chromosome, complete genome",Pseudomonas allokribbensis,592,592,32%,7e-164,91.44,6565027,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP062252.1?report=genbank&log$=nucltop&blast_rank=93&RID=0G4C4DWH013"",""CP062252.1"")"
"Pseudomonas glycinae strain MS586 chromosome, complete genome",Pseudomonas glycinae,592,592,32%,7e-164,91.44,6396728,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP014205.2?report=genbank&log$=nucltop&blast_rank=94&RID=0G4C4DWH013"",""CP014205.2"")"
Pseudomonas atacamensis strain 200B-1 chromosome,Pseudomonas atacamensis,590,590,32%,2e-163,91.40,5993012,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP137078.1?report=genbank&log$=nucltop&blast_rank=95&RID=0G4C4DWH013"",""CP137078.1"")"
"Pseudomonas atacamensis strain GZ-3 chromosome, complete genome",Pseudomonas atacamensis,590,590,32%,2e-163,91.40,6067391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP160044.1?report=genbank&log$=nucltop&blast_rank=96&RID=0G4C4DWH013"",""CP160044.1"")"
"Pseudomonas sp. B26140 chromosome, complete genome",Pseudomonas sp. B26140,590,590,32%,2e-163,91.40,6006034,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162596.1?report=genbank&log$=nucltop&blast_rank=97&RID=0G4C4DWH013"",""CP162596.1"")"
"Pseudomonas atacamensis strain GY-AP11 chromosome, complete genome",Pseudomonas atacamensis,590,590,32%,2e-163,91.40,6114505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP157354.1?report=genbank&log$=nucltop&blast_rank=98&RID=0G4C4DWH013"",""CP157354.1"")"
"Pseudomonas sp. A1437 chromosome, complete genome",Pseudomonas sp. A1437,590,590,32%,2e-163,91.75,6425841,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP162583.1?report=genbank&log$=nucltop&blast_rank=99&RID=0G4C4DWH013"",""CP162583.1"")"
"Pseudomonas siliginis strain OTU6BAGNBB1 chromosome, complete genome",Pseudomonas siliginis,590,590,32%,2e-163,91.40,6005098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/CP099596.1?report=genbank&log$=nucltop&blast_rank=100&RID=0G4C4DWH013"",""CP099596.1"")"



		


